Job ID,Batch,Subject,Color/Shape,Action,Context,Prompt VI,Target File,Status
"combo__sub-xe-dap__cs-bike-banh-nan-hoa__act-bike-lan-banh__ctx-bike-bong-cay","bicycle_level4","Cái xe đạp","Bánh nan hoa tròn","Đang lăn bánh bon bon","Dưới bóng cây râm mát","Chiếc xe đạp mini, hai bánh xe nan hoa tròn xoe quay đều, đang lăn bánh bon bon lướt êm trên đường, dưới bóng mát của tán cây cổ thụ sum sê","combo__sub-xe-dap__cs-bike-banh-nan-hoa__act-bike-lan-banh__ctx-bike-bong-cay.webp","pending"
"combo__sub-xe-dap__cs-bike-banh-nan-hoa__act-bike-lan-banh__ctx-bike-duong-lang","bicycle_level4","Cái xe đạp","Bánh nan hoa tròn","Đang lăn bánh bon bon","Trên đường làng rải sỏi","Chiếc xe đạp mini, hai bánh xe nan hoa tròn xoe quay đều, đang lăn bánh bon bon lướt êm trên đường, trên con đường làng quanh co rải sỏi trắng","combo__sub-xe-dap__cs-bike-banh-nan-hoa__act-bike-lan-banh__ctx-bike-duong-lang.webp","pending"
"combo__sub-xe-dap__cs-bike-banh-nan-hoa__act-bike-dung-chan-chong__ctx-bike-bo-ho","bicycle_level4","Cái xe đạp","Bánh nan hoa tròn","Đang dựng chân chống","Bên bờ hồ lộng gió","Chiếc xe đạp mini, hai bánh xe nan hoa tròn xoe quay đều, đang dựng chân chống nghiêng đứng yên nghỉ ngơi, bên bờ hồ nước xanh biếc lộng gió mát rượi","combo__sub-xe-dap__cs-bike-banh-nan-hoa__act-bike-dung-chan-chong__ctx-bike-bo-ho.webp","pending"
"combo__sub-xe-dap__cs-bike-banh-nan-hoa__act-bike-dung-chan-chong__ctx-bike-bong-cay","bicycle_level4","Cái xe đạp","Bánh nan hoa tròn","Đang dựng chân chống","Dưới bóng cây râm mát","Chiếc xe đạp mini, hai bánh xe nan hoa tròn xoe quay đều, đang dựng chân chống nghiêng đứng yên nghỉ ngơi, dưới bóng mát của tán cây cổ thụ sum sê","combo__sub-xe-dap__cs-bike-banh-nan-hoa__act-bike-dung-chan-chong__ctx-bike-bong-cay.webp","pending"
"combo__sub-xe-dap__cs-bike-banh-nan-hoa__act-bike-dung-chan-chong__ctx-bike-duong-lang","bicycle_level4","Cái xe đạp","Bánh nan hoa tròn","Đang dựng chân chống","Trên đường làng rải sỏi","Chiếc xe đạp mini, hai bánh xe nan hoa tròn xoe quay đều, đang dựng chân chống nghiêng đứng yên nghỉ ngơi, trên con đường làng quanh co rải sỏi trắng","combo__sub-xe-dap__cs-bike-banh-nan-hoa__act-bike-dung-chan-chong__ctx-bike-duong-lang.webp","pending"
"combo__sub-xe-dap__cs-bike-banh-nan-hoa__act-bike-cho-gio-hoa__ctx-bike-bo-ho","bicycle_level4","Cái xe đạp","Bánh nan hoa tròn","Chở giỏ hoa rực rỡ","Bên bờ hồ lộng gió","Chiếc xe đạp mini, hai bánh xe nan hoa tròn xoe quay đều, đang chở giỏ hoa tươi rực rỡ sắc màu phía trước, bên bờ hồ nước xanh biếc lộng gió mát rượi","combo__sub-xe-dap__cs-bike-banh-nan-hoa__act-bike-cho-gio-hoa__ctx-bike-bo-ho.webp","pending"
"combo__sub-xe-dap__cs-bike-banh-nan-hoa__act-bike-cho-gio-hoa__ctx-bike-bong-cay","bicycle_level4","Cái xe đạp","Bánh nan hoa tròn","Chở giỏ hoa rực rỡ","Dưới bóng cây râm mát","Chiếc xe đạp mini, hai bánh xe nan hoa tròn xoe quay đều, đang chở giỏ hoa tươi rực rỡ sắc màu phía trước, dưới bóng mát của tán cây cổ thụ sum sê","combo__sub-xe-dap__cs-bike-banh-nan-hoa__act-bike-cho-gio-hoa__ctx-bike-bong-cay.webp","pending"
"combo__sub-xe-dap__cs-bike-banh-nan-hoa__act-bike-cho-gio-hoa__ctx-bike-duong-lang","bicycle_level4","Cái xe đạp","Bánh nan hoa tròn","Chở giỏ hoa rực rỡ","Trên đường làng rải sỏi","Chiếc xe đạp mini, hai bánh xe nan hoa tròn xoe quay đều, đang chở giỏ hoa tươi rực rỡ sắc màu phía trước, trên con đường làng quanh co rải sỏi trắng","combo__sub-xe-dap__cs-bike-banh-nan-hoa__act-bike-cho-gio-hoa__ctx-bike-duong-lang.webp","pending"
"combo__sub-xe-dap__cs-bike-gio-may__act-bike-lan-banh__ctx-bike-bo-ho","bicycle_level4","Cái xe đạp","Giỏ mây trước xe","Đang lăn bánh bon bon","Bên bờ hồ lộng gió","Chiếc xe đạp mini, giỏ đan bằng mây gắn trước đầu xe mộc mạc, đang lăn bánh bon bon lướt êm trên đường, bên bờ hồ nước xanh biếc lộng gió mát rượi","combo__sub-xe-dap__cs-bike-gio-may__act-bike-lan-banh__ctx-bike-bo-ho.webp","pending"
"combo__sub-xe-dap__cs-bike-gio-may__act-bike-lan-banh__ctx-bike-bong-cay","bicycle_level4","Cái xe đạp","Giỏ mây trước xe","Đang lăn bánh bon bon","Dưới bóng cây râm mát","Chiếc xe đạp mini, giỏ đan bằng mây gắn trước đầu xe mộc mạc, đang lăn bánh bon bon lướt êm trên đường, dưới bóng mát của tán cây cổ thụ sum sê","combo__sub-xe-dap__cs-bike-gio-may__act-bike-lan-banh__ctx-bike-bong-cay.webp","pending"
"combo__sub-xe-dap__cs-bike-gio-may__act-bike-lan-banh__ctx-bike-duong-lang","bicycle_level4","Cái xe đạp","Giỏ mây trước xe","Đang lăn bánh bon bon","Trên đường làng rải sỏi","Chiếc xe đạp mini, giỏ đan bằng mây gắn trước đầu xe mộc mạc, đang lăn bánh bon bon lướt êm trên đường, trên con đường làng quanh co rải sỏi trắng","combo__sub-xe-dap__cs-bike-gio-may__act-bike-lan-banh__ctx-bike-duong-lang.webp","pending"
"combo__sub-xe-dap__cs-bike-gio-may__act-bike-dung-chan-chong__ctx-bike-bo-ho","bicycle_level4","Cái xe đạp","Giỏ mây trước xe","Đang dựng chân chống","Bên bờ hồ lộng gió","Chiếc xe đạp mini, giỏ đan bằng mây gắn trước đầu xe mộc mạc, đang dựng chân chống nghiêng đứng yên nghỉ ngơi, bên bờ hồ nước xanh biếc lộng gió mát rượi","combo__sub-xe-dap__cs-bike-gio-may__act-bike-dung-chan-chong__ctx-bike-bo-ho.webp","pending"
"combo__sub-xe-dap__cs-bike-gio-may__act-bike-dung-chan-chong__ctx-bike-bong-cay","bicycle_level4","Cái xe đạp","Giỏ mây trước xe","Đang dựng chân chống","Dưới bóng cây râm mát","Chiếc xe đạp mini, giỏ đan bằng mây gắn trước đầu xe mộc mạc, đang dựng chân chống nghiêng đứng yên nghỉ ngơi, dưới bóng mát của tán cây cổ thụ sum sê","combo__sub-xe-dap__cs-bike-gio-may__act-bike-dung-chan-chong__ctx-bike-bong-cay.webp","pending"
"combo__sub-xe-dap__cs-bike-gio-may__act-bike-dung-chan-chong__ctx-bike-duong-lang","bicycle_level4","Cái xe đạp","Giỏ mây trước xe","Đang dựng chân chống","Trên đường làng rải sỏi","Chiếc xe đạp mini, giỏ đan bằng mây gắn trước đầu xe mộc mạc, đang dựng chân chống nghiêng đứng yên nghỉ ngơi, trên con đường làng quanh co rải sỏi trắng","combo__sub-xe-dap__cs-bike-gio-may__act-bike-dung-chan-chong__ctx-bike-duong-lang.webp","pending"
"combo__sub-xe-dap__cs-bike-gio-may__act-bike-cho-gio-hoa__ctx-bike-bo-ho","bicycle_level4","Cái xe đạp","Giỏ mây trước xe","Chở giỏ hoa rực rỡ","Bên bờ hồ lộng gió","Chiếc xe đạp mini, giỏ đan bằng mây gắn trước đầu xe mộc mạc, đang chở giỏ hoa tươi rực rỡ sắc màu phía trước, bên bờ hồ nước xanh biếc lộng gió mát rượi","combo__sub-xe-dap__cs-bike-gio-may__act-bike-cho-gio-hoa__ctx-bike-bo-ho.webp","pending"
"combo__sub-xe-dap__cs-bike-gio-may__act-bike-cho-gio-hoa__ctx-bike-bong-cay","bicycle_level4","Cái xe đạp","Giỏ mây trước xe","Chở giỏ hoa rực rỡ","Dưới bóng cây râm mát","Chiếc xe đạp mini, giỏ đan bằng mây gắn trước đầu xe mộc mạc, đang chở giỏ hoa tươi rực rỡ sắc màu phía trước, dưới bóng mát của tán cây cổ thụ sum sê","combo__sub-xe-dap__cs-bike-gio-may__act-bike-cho-gio-hoa__ctx-bike-bong-cay.webp","pending"
"combo__sub-xe-dap__cs-bike-gio-may__act-bike-cho-gio-hoa__ctx-bike-duong-lang","bicycle_level4","Cái xe đạp","Giỏ mây trước xe","Chở giỏ hoa rực rỡ","Trên đường làng rải sỏi","Chiếc xe đạp mini, giỏ đan bằng mây gắn trước đầu xe mộc mạc, đang chở giỏ hoa tươi rực rỡ sắc màu phía trước, trên con đường làng quanh co rải sỏi trắng","combo__sub-xe-dap__cs-bike-gio-may__act-bike-cho-gio-hoa__ctx-bike-duong-lang.webp","pending"
"combo__sub-so-tay","notebook_level1","Cuốn sổ tay","","","","Cuốn sổ tay mở bìa da (1 từ thử nghiệm, chưa có chìa khóa)","combo__sub-so-tay.webp","pending"
"combo__sub-so-tay__cs-note-bia-da","notebook_level2","Cuốn sổ tay","Bìa da nâu cổ điển","","","Cuốn sổ tay mở bìa da, bìa da màu nâu thô mộc phong cách cổ điển","combo__sub-so-tay__cs-note-bia-da.webp","pending"
"combo__sub-so-tay__cs-note-trang-giay","notebook_level2","Cuốn sổ tay","Trang giấy ngả vàng","","","Cuốn sổ tay mở bìa da, những trang giấy ngả vàng thơm mùi sách mới","combo__sub-so-tay__cs-note-trang-giay.webp","pending"
"combo__sub-so-tay__cs-note-day-do","notebook_level2","Cuốn sổ tay","Dây đánh dấu đỏ","","","Cuốn sổ tay mở bìa da, sợi dây lụa đánh dấu trang màu đỏ thắm","combo__sub-so-tay__cs-note-day-do.webp","pending"
"combo__sub-so-tay__cs-note-bia-da__act-note-mo-trang","notebook_level3","Cuốn sổ tay","Bìa da nâu cổ điển","Đang mở sẵn trang vẽ","","Cuốn sổ tay mở bìa da, bìa da màu nâu thô mộc phong cách cổ điển, đang mở sẵn trang vẽ phác thảo nét chì mộc","combo__sub-so-tay__cs-note-bia-da__act-note-mo-trang.webp","pending"
"combo__sub-so-tay__cs-note-bia-da__act-note-lap-lanh","notebook_level3","Cuốn sổ tay","Bìa da nâu cổ điển","Lấp lánh dưới ánh đèn","","Cuốn sổ tay mở bìa da, bìa da màu nâu thô mộc phong cách cổ điển, lấp lánh dịu dàng dưới ánh đèn bàn màu vàng ấm","combo__sub-so-tay__cs-note-bia-da__act-note-lap-lanh.webp","pending"
"combo__sub-so-tay__cs-note-bia-da__act-note-luu-net-ve","notebook_level3","Cuốn sổ tay","Bìa da nâu cổ điển","Lưu giữ nét vẽ phác","","Cuốn sổ tay mở bìa da, bìa da màu nâu thô mộc phong cách cổ điển, đang lưu giữ những nét vẽ phác họa ngộ nghĩnh","combo__sub-so-tay__cs-note-bia-da__act-note-luu-net-ve.webp","pending"
"combo__sub-so-tay__cs-note-trang-giay__act-note-mo-trang","notebook_level3","Cuốn sổ tay","Trang giấy ngả vàng","Đang mở sẵn trang vẽ","","Cuốn sổ tay mở bìa da, những trang giấy ngả vàng thơm mùi sách mới, đang mở sẵn trang vẽ phác thảo nét chì mộc","combo__sub-so-tay__cs-note-trang-giay__act-note-mo-trang.webp","pending"
"combo__sub-so-tay__cs-note-trang-giay__act-note-lap-lanh","notebook_level3","Cuốn sổ tay","Trang giấy ngả vàng","Lấp lánh dưới ánh đèn","","Cuốn sổ tay mở bìa da, những trang giấy ngả vàng thơm mùi sách mới, lấp lánh dịu dàng dưới ánh đèn bàn màu vàng ấm","combo__sub-so-tay__cs-note-trang-giay__act-note-lap-lanh.webp","pending"
"combo__sub-so-tay__cs-note-trang-giay__act-note-luu-net-ve","notebook_level3","Cuốn sổ tay","Trang giấy ngả vàng","Lưu giữ nét vẽ phác","","Cuốn sổ tay mở bìa da, những trang giấy ngả vàng thơm mùi sách mới, đang lưu giữ những nét vẽ phác họa ngộ nghĩnh","combo__sub-so-tay__cs-note-trang-giay__act-note-luu-net-ve.webp","pending"
"combo__sub-so-tay__cs-note-day-do__act-note-mo-trang","notebook_level3","Cuốn sổ tay","Dây đánh dấu đỏ","Đang mở sẵn trang vẽ","","Cuốn sổ tay mở bìa da, sợi dây lụa đánh dấu trang màu đỏ thắm, đang mở sẵn trang vẽ phác thảo nét chì mộc","combo__sub-so-tay__cs-note-day-do__act-note-mo-trang.webp","pending"
"combo__sub-so-tay__cs-note-day-do__act-note-lap-lanh","notebook_level3","Cuốn sổ tay","Dây đánh dấu đỏ","Lấp lánh dưới ánh đèn","","Cuốn sổ tay mở bìa da, sợi dây lụa đánh dấu trang màu đỏ thắm, lấp lánh dịu dàng dưới ánh đèn bàn màu vàng ấm","combo__sub-so-tay__cs-note-day-do__act-note-lap-lanh.webp","pending"
"combo__sub-so-tay__cs-note-day-do__act-note-luu-net-ve","notebook_level3","Cuốn sổ tay","Dây đánh dấu đỏ","Lưu giữ nét vẽ phác","","Cuốn sổ tay mở bìa da, sợi dây lụa đánh dấu trang màu đỏ thắm, đang lưu giữ những nét vẽ phác họa ngộ nghĩnh","combo__sub-so-tay__cs-note-day-do__act-note-luu-net-ve.webp","pending"
"combo__sub-so-tay__cs-note-bia-da__act-note-mo-trang__ctx-note-ban-hoc","notebook_level4","Cuốn sổ tay","Bìa da nâu cổ điển","Đang mở sẵn trang vẽ","Trên bàn học ấm cúng","Cuốn sổ tay mở bìa da, bìa da màu nâu thô mộc phong cách cổ điển, đang mở sẵn trang vẽ phác thảo nét chì mộc, trên góc bàn học gỗ ấm cúng ngăn nắp","combo__sub-so-tay__cs-note-bia-da__act-note-mo-trang__ctx-note-ban-hoc.webp","pending"
"combo__sub-so-tay__cs-note-bia-da__act-note-mo-trang__ctx-note-tach-tra","notebook_level4","Cuốn sổ tay","Bìa da nâu cổ điển","Đang mở sẵn trang vẽ","Bên tách trà chiều","Cuốn sổ tay mở bìa da, bìa da màu nâu thô mộc phong cách cổ điển, đang mở sẵn trang vẽ phác thảo nét chì mộc, đặt cạnh một tách trà hoa cúc ấm áp bốc khói nhẹ","combo__sub-so-tay__cs-note-bia-da__act-note-mo-trang__ctx-note-tach-tra.webp","pending"
"combo__sub-so-tay__cs-note-bia-da__act-note-mo-trang__ctx-note-tan-cay","notebook_level4","Cuốn sổ tay","Bìa da nâu cổ điển","Đang mở sẵn trang vẽ","Dưới tán cây râm mát","Cuốn sổ tay mở bìa da, bìa da màu nâu thô mộc phong cách cổ điển, đang mở sẵn trang vẽ phác thảo nét chì mộc, dưới tán cây xanh ngát ngập tràn bóng râm","combo__sub-so-tay__cs-note-bia-da__act-note-mo-trang__ctx-note-tan-cay.webp","pending"
"combo__sub-so-tay__cs-note-bia-da__act-note-lap-lanh__ctx-note-ban-hoc","notebook_level4","Cuốn sổ tay","Bìa da nâu cổ điển","Lấp lánh dưới ánh đèn","Trên bàn học ấm cúng","Cuốn sổ tay mở bìa da, bìa da màu nâu thô mộc phong cách cổ điển, lấp lánh dịu dàng dưới ánh đèn bàn màu vàng ấm, trên góc bàn học gỗ ấm cúng ngăn nắp","combo__sub-so-tay__cs-note-bia-da__act-note-lap-lanh__ctx-note-ban-hoc.webp","pending"
"combo__sub-so-tay__cs-note-bia-da__act-note-lap-lanh__ctx-note-tach-tra","notebook_level4","Cuốn sổ tay","Bìa da nâu cổ điển","Lấp lánh dưới ánh đèn","Bên tách trà chiều","Cuốn sổ tay mở bìa da, bìa da màu nâu thô mộc phong cách cổ điển, lấp lánh dịu dàng dưới ánh đèn bàn màu vàng ấm, đặt cạnh một tách trà hoa cúc ấm áp bốc khói nhẹ","combo__sub-so-tay__cs-note-bia-da__act-note-lap-lanh__ctx-note-tach-tra.webp","pending"
"combo__sub-so-tay__cs-note-bia-da__act-note-lap-lanh__ctx-note-tan-cay","notebook_level4","Cuốn sổ tay","Bìa da nâu cổ điển","Lấp lánh dưới ánh đèn","Dưới tán cây râm mát","Cuốn sổ tay mở bìa da, bìa da màu nâu thô mộc phong cách cổ điển, lấp lánh dịu dàng dưới ánh đèn bàn màu vàng ấm, dưới tán cây xanh ngát ngập tràn bóng râm","combo__sub-so-tay__cs-note-bia-da__act-note-lap-lanh__ctx-note-tan-cay.webp","pending"
"combo__sub-so-tay__cs-note-bia-da__act-note-luu-net-ve__ctx-note-ban-hoc","notebook_level4","Cuốn sổ tay","Bìa da nâu cổ điển","Lưu giữ nét vẽ phác","Trên bàn học ấm cúng","Cuốn sổ tay mở bìa da, bìa da màu nâu thô mộc phong cách cổ điển, đang lưu giữ những nét vẽ phác họa ngộ nghĩnh, trên góc bàn học gỗ ấm cúng ngăn nắp","combo__sub-so-tay__cs-note-bia-da__act-note-luu-net-ve__ctx-note-ban-hoc.webp","pending"
"combo__sub-so-tay__cs-note-bia-da__act-note-luu-net-ve__ctx-note-tach-tra","notebook_level4","Cuốn sổ tay","Bìa da nâu cổ điển","Lưu giữ nét vẽ phác","Bên tách trà chiều","Cuốn sổ tay mở bìa da, bìa da màu nâu thô mộc phong cách cổ điển, đang lưu giữ những nét vẽ phác họa ngộ nghĩnh, đặt cạnh một tách trà hoa cúc ấm áp bốc khói nhẹ","combo__sub-so-tay__cs-note-bia-da__act-note-luu-net-ve__ctx-note-tach-tra.webp","pending"
"combo__sub-so-tay__cs-note-bia-da__act-note-luu-net-ve__ctx-note-tan-cay","notebook_level4","Cuốn sổ tay","Bìa da nâu cổ điển","Lưu giữ nét vẽ phác","Dưới tán cây râm mát","Cuốn sổ tay mở bìa da, bìa da màu nâu thô mộc phong cách cổ điển, đang lưu giữ những nét vẽ phác họa ngộ nghĩnh, dưới tán cây xanh ngát ngập tràn bóng râm","combo__sub-so-tay__cs-note-bia-da__act-note-luu-net-ve__ctx-note-tan-cay.webp","pending"
"combo__sub-so-tay__cs-note-trang-giay__act-note-mo-trang__ctx-note-ban-hoc","notebook_level4","Cuốn sổ tay","Trang giấy ngả vàng","Đang mở sẵn trang vẽ","Trên bàn học ấm cúng","Cuốn sổ tay mở bìa da, những trang giấy ngả vàng thơm mùi sách mới, đang mở sẵn trang vẽ phác thảo nét chì mộc, trên góc bàn học gỗ ấm cúng ngăn nắp","combo__sub-so-tay__cs-note-trang-giay__act-note-mo-trang__ctx-note-ban-hoc.webp","pending"
"combo__sub-so-tay__cs-note-trang-giay__act-note-mo-trang__ctx-note-tach-tra","notebook_level4","Cuốn sổ tay","Trang giấy ngả vàng","Đang mở sẵn trang vẽ","Bên tách trà chiều","Cuốn sổ tay mở bìa da, những trang giấy ngả vàng thơm mùi sách mới, đang mở sẵn trang vẽ phác thảo nét chì mộc, đặt cạnh một tách trà hoa cúc ấm áp bốc khói nhẹ","combo__sub-so-tay__cs-note-trang-giay__act-note-mo-trang__ctx-note-tach-tra.webp","pending"
"combo__sub-so-tay__cs-note-trang-giay__act-note-mo-trang__ctx-note-tan-cay","notebook_level4","Cuốn sổ tay","Trang giấy ngả vàng","Đang mở sẵn trang vẽ","Dưới tán cây râm mát","Cuốn sổ tay mở bìa da, những trang giấy ngả vàng thơm mùi sách mới, đang mở sẵn trang vẽ phác thảo nét chì mộc, dưới tán cây xanh ngát ngập tràn bóng râm","combo__sub-so-tay__cs-note-trang-giay__act-note-mo-trang__ctx-note-tan-cay.webp","pending"
"combo__sub-so-tay__cs-note-trang-giay__act-note-lap-lanh__ctx-note-ban-hoc","notebook_level4","Cuốn sổ tay","Trang giấy ngả vàng","Lấp lánh dưới ánh đèn","Trên bàn học ấm cúng","Cuốn sổ tay mở bìa da, những trang giấy ngả vàng thơm mùi sách mới, lấp lánh dịu dàng dưới ánh đèn bàn màu vàng ấm, trên góc bàn học gỗ ấm cúng ngăn nắp","combo__sub-so-tay__cs-note-trang-giay__act-note-lap-lanh__ctx-note-ban-hoc.webp","pending"
"combo__sub-so-tay__cs-note-trang-giay__act-note-lap-lanh__ctx-note-tach-tra","notebook_level4","Cuốn sổ tay","Trang giấy ngả vàng","Lấp lánh dưới ánh đèn","Bên tách trà chiều","Cuốn sổ tay mở bìa da, những trang giấy ngả vàng thơm mùi sách mới, lấp lánh dịu dàng dưới ánh đèn bàn màu vàng ấm, đặt cạnh một tách trà hoa cúc ấm áp bốc khói nhẹ","combo__sub-so-tay__cs-note-trang-giay__act-note-lap-lanh__ctx-note-tach-tra.webp","pending"
"combo__sub-so-tay__cs-note-trang-giay__act-note-lap-lanh__ctx-note-tan-cay","notebook_level4","Cuốn sổ tay","Trang giấy ngả vàng","Lấp lánh dưới ánh đèn","Dưới tán cây râm mát","Cuốn sổ tay mở bìa da, những trang giấy ngả vàng thơm mùi sách mới, lấp lánh dịu dàng dưới ánh đèn bàn màu vàng ấm, dưới tán cây xanh ngát ngập tràn bóng râm","combo__sub-so-tay__cs-note-trang-giay__act-note-lap-lanh__ctx-note-tan-cay.webp","pending"
"combo__sub-so-tay__cs-note-trang-giay__act-note-luu-net-ve__ctx-note-ban-hoc","notebook_level4","Cuốn sổ tay","Trang giấy ngả vàng","Lưu giữ nét vẽ phác","Trên bàn học ấm cúng","Cuốn sổ tay mở bìa da, những trang giấy ngả vàng thơm mùi sách mới, đang lưu giữ những nét vẽ phác họa ngộ nghĩnh, trên góc bàn học gỗ ấm cúng ngăn nắp","combo__sub-so-tay__cs-note-trang-giay__act-note-luu-net-ve__ctx-note-ban-hoc.webp","pending"
"combo__sub-so-tay__cs-note-trang-giay__act-note-luu-net-ve__ctx-note-tach-tra","notebook_level4","Cuốn sổ tay","Trang giấy ngả vàng","Lưu giữ nét vẽ phác","Bên tách trà chiều","Cuốn sổ tay mở bìa da, những trang giấy ngả vàng thơm mùi sách mới, đang lưu giữ những nét vẽ phác họa ngộ nghĩnh, đặt cạnh một tách trà hoa cúc ấm áp bốc khói nhẹ","combo__sub-so-tay__cs-note-trang-giay__act-note-luu-net-ve__ctx-note-tach-tra.webp","pending"
"combo__sub-so-tay__cs-note-trang-giay__act-note-luu-net-ve__ctx-note-tan-cay","notebook_level4","Cuốn sổ tay","Trang giấy ngả vàng","Lưu giữ nét vẽ phác","Dưới tán cây râm mát","Cuốn sổ tay mở bìa da, những trang giấy ngả vàng thơm mùi sách mới, đang lưu giữ những nét vẽ phác họa ngộ nghĩnh, dưới tán cây xanh ngát ngập tràn bóng râm","combo__sub-so-tay__cs-note-trang-giay__act-note-luu-net-ve__ctx-note-tan-cay.webp","pending"
"combo__sub-so-tay__cs-note-day-do__act-note-mo-trang__ctx-note-ban-hoc","notebook_level4","Cuốn sổ tay","Dây đánh dấu đỏ","Đang mở sẵn trang vẽ","Trên bàn học ấm cúng","Cuốn sổ tay mở bìa da, sợi dây lụa đánh dấu trang màu đỏ thắm, đang mở sẵn trang vẽ phác thảo nét chì mộc, trên góc bàn học gỗ ấm cúng ngăn nắp","combo__sub-so-tay__cs-note-day-do__act-note-mo-trang__ctx-note-ban-hoc.webp","pending"
"combo__sub-so-tay__cs-note-day-do__act-note-mo-trang__ctx-note-tach-tra","notebook_level4","Cuốn sổ tay","Dây đánh dấu đỏ","Đang mở sẵn trang vẽ","Bên tách trà chiều","Cuốn sổ tay mở bìa da, sợi dây lụa đánh dấu trang màu đỏ thắm, đang mở sẵn trang vẽ phác thảo nét chì mộc, đặt cạnh một tách trà hoa cúc ấm áp bốc khói nhẹ","combo__sub-so-tay__cs-note-day-do__act-note-mo-trang__ctx-note-tach-tra.webp","pending"
"combo__sub-so-tay__cs-note-day-do__act-note-mo-trang__ctx-note-tan-cay","notebook_level4","Cuốn sổ tay","Dây đánh dấu đỏ","Đang mở sẵn trang vẽ","Dưới tán cây râm mát","Cuốn sổ tay mở bìa da, sợi dây lụa đánh dấu trang màu đỏ thắm, đang mở sẵn trang vẽ phác thảo nét chì mộc, dưới tán cây xanh ngát ngập tràn bóng râm","combo__sub-so-tay__cs-note-day-do__act-note-mo-trang__ctx-note-tan-cay.webp","pending"
"combo__sub-so-tay__cs-note-day-do__act-note-lap-lanh__ctx-note-ban-hoc","notebook_level4","Cuốn sổ tay","Dây đánh dấu đỏ","Lấp lánh dưới ánh đèn","Trên bàn học ấm cúng","Cuốn sổ tay mở bìa da, sợi dây lụa đánh dấu trang màu đỏ thắm, lấp lánh dịu dàng dưới ánh đèn bàn màu vàng ấm, trên góc bàn học gỗ ấm cúng ngăn nắp","combo__sub-so-tay__cs-note-day-do__act-note-lap-lanh__ctx-note-ban-hoc.webp","pending"
"combo__sub-so-tay__cs-note-day-do__act-note-lap-lanh__ctx-note-tach-tra","notebook_level4","Cuốn sổ tay","Dây đánh dấu đỏ","Lấp lánh dưới ánh đèn","Bên tách trà chiều","Cuốn sổ tay mở bìa da, sợi dây lụa đánh dấu trang màu đỏ thắm, lấp lánh dịu dàng dưới ánh đèn bàn màu vàng ấm, đặt cạnh một tách trà hoa cúc ấm áp bốc khói nhẹ","combo__sub-so-tay__cs-note-day-do__act-note-lap-lanh__ctx-note-tach-tra.webp","pending"
"combo__sub-so-tay__cs-note-day-do__act-note-lap-lanh__ctx-note-tan-cay","notebook_level4","Cuốn sổ tay","Dây đánh dấu đỏ","Lấp lánh dưới ánh đèn","Dưới tán cây râm mát","Cuốn sổ tay mở bìa da, sợi dây lụa đánh dấu trang màu đỏ thắm, lấp lánh dịu dàng dưới ánh đèn bàn màu vàng ấm, dưới tán cây xanh ngát ngập tràn bóng râm","combo__sub-so-tay__cs-note-day-do__act-note-lap-lanh__ctx-note-tan-cay.webp","pending"
"combo__sub-so-tay__cs-note-day-do__act-note-luu-net-ve__ctx-note-ban-hoc","notebook_level4","Cuốn sổ tay","Dây đánh dấu đỏ","Lưu giữ nét vẽ phác","Trên bàn học ấm cúng","Cuốn sổ tay mở bìa da, sợi dây lụa đánh dấu trang màu đỏ thắm, đang lưu giữ những nét vẽ phác họa ngộ nghĩnh, trên góc bàn học gỗ ấm cúng ngăn nắp","combo__sub-so-tay__cs-note-day-do__act-note-luu-net-ve__ctx-note-ban-hoc.webp","pending"
"combo__sub-so-tay__cs-note-day-do__act-note-luu-net-ve__ctx-note-tach-tra","notebook_level4","Cuốn sổ tay","Dây đánh dấu đỏ","Lưu giữ nét vẽ phác","Bên tách trà chiều","Cuốn sổ tay mở bìa da, sợi dây lụa đánh dấu trang màu đỏ thắm, đang lưu giữ những nét vẽ phác họa ngộ nghĩnh, đặt cạnh một tách trà hoa cúc ấm áp bốc khói nhẹ","combo__sub-so-tay__cs-note-day-do__act-note-luu-net-ve__ctx-note-tach-tra.webp","pending"
"combo__sub-so-tay__cs-note-day-do__act-note-luu-net-ve__ctx-note-tan-cay","notebook_level4","Cuốn sổ tay","Dây đánh dấu đỏ","Lưu giữ nét vẽ phác","Dưới tán cây râm mát","Cuốn sổ tay mở bìa da, sợi dây lụa đánh dấu trang màu đỏ thắm, đang lưu giữ những nét vẽ phác họa ngộ nghĩnh, dưới tán cây xanh ngát ngập tràn bóng râm","combo__sub-so-tay__cs-note-day-do__act-note-luu-net-ve__ctx-note-tan-cay.webp","pending"
"combo__sub-dong-ho","clock_level1","Đồng hồ để bàn","","","","Chiếc đồng hồ để bàn (1 từ thử nghiệm, chưa có chìa khóa)","combo__sub-dong-ho.webp","pending"
"combo__sub-dong-ho__cs-clk-vo-go","clock_level2","Đồng hồ để bàn","Vỏ gỗ mun cổ kính","","","Chiếc đồng hồ để bàn, vỏ bằng gỗ mun sẫm màu chạm trổ cổ kính","combo__sub-dong-ho__cs-clk-vo-go.webp","pending"
"combo__sub-dong-ho__cs-clk-mat-so","clock_level2","Đồng hồ để bàn","Mặt số la mã vàng","","","Chiếc đồng hồ để bàn, mặt số la mã mạ vàng sáng lấp lánh tinh xảo","combo__sub-dong-ho__cs-clk-mat-so.webp","pending"
